SAFRA,LOCAL,TRATAMENTO,DISTANCIA,PARCELA,PLANTA,ALTURA,V_0G,V_1G,V_2G,V_3G,V_4G,PROD_TOTAL
21-22,CAPAO,SIK+BEE,100,B,15,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,100,B,16,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,100,B,17,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,100,B,18,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,100,C,1,72,1,4,19,27,1,8214
21-22,CAPAO,SIK+BEE,100,C,2,83,0,1,15,28,2,NA
21-22,CAPAO,SIK+BEE,100,C,3,71,1,5,33,40,3,NA
21-22,CAPAO,SIK+BEE,100,C,4,95,0,6,26,61,2,NA
21-22,CAPAO,SIK+BEE,100,C,5,87,0,5,19,33,3,NA
21-22,CAPAO,SIK+BEE,100,C,6,85,0,5,30,26,1,NA
21-22,CAPAO,SIK+BEE,100,C,7,76,0,3,20,41,3,NA
21-22,CAPAO,SIK+BEE,100,C,8,83,0,8,25,42,7,NA
21-22,CAPAO,SIK+BEE,100,C,9,80,0,3,7,20,1,NA
21-22,CAPAO,SIK+BEE,100,C,10,89,0,10,25,48,8,NA
21-22,CAPAO,SIK+BEE,100,C,11,80,0,0,10,15,2,NA
21-22,CAPAO,SIK+BEE,100,C,12,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,100,C,13,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,100,C,14,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,100,C,15,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,100,C,16,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,100,C,17,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,100,C,18,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,100,D,1,78,0,3,17,26,2,8144
21-22,CAPAO,SIK+BEE,100,D,2,77,0,4,13,23,4,NA
21-22,CAPAO,SIK+BEE,100,D,3,76,0,1,8,17,1,NA
21-22,CAPAO,SIK+BEE,100,D,4,81,0,6,11,23,3,NA
21-22,CAPAO,SIK+BEE,100,D,5,74,0,2,14,11,4,NA
21-22,CAPAO,SIK+BEE,100,D,6,63,0,2,6,10,0,NA
21-22,CAPAO,SIK+BEE,100,D,7,79,1,8,24,26,0,NA
21-22,CAPAO,SIK+BEE,100,D,8,72,0,2,9,19,1,NA
21-22,CAPAO,SIK+BEE,100,D,9,79,0,7,35,42,4,NA
21-22,CAPAO,SIK+BEE,100,D,10,84,1,13,30,51,3,NA
21-22,CAPAO,SIK+BEE,100,D,11,76,0,2,24,23,1,NA
21-22,CAPAO,SIK+BEE,100,D,12,78,0,1,5,18,3,NA
21-22,CAPAO,SIK+BEE,100,D,13,78,0,1,6,16,4,NA
21-22,CAPAO,SIK+BEE,100,D,14,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,100,D,15,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,100,D,16,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,100,D,17,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,100,D,18,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,100,E,1,76,0,6,21,45,1,8170
21-22,CAPAO,SIK+BEE,100,E,2,84,1,4,34,48,3,NA
21-22,CAPAO,SIK+BEE,100,E,3,84,0,3,24,36,3,NA
21-22,CAPAO,SIK+BEE,100,E,4,88,0,9,22,43,2,NA
21-22,CAPAO,SIK+BEE,100,E,5,75,1,3,24,32,3,NA
21-22,CAPAO,SIK+BEE,100,E,6,71,0,3,25,46,4,NA
21-22,CAPAO,SIK+BEE,100,E,7,78,0,7,28,46,4,NA
21-22,CAPAO,SIK+BEE,100,E,8,78,0,2,6,15,1,NA
21-22,CAPAO,SIK+BEE,100,E,9,78,0,2,2,25,2,NA
21-22,CAPAO,SIK+BEE,100,E,10,75,2,9,31,50,2,NA
21-22,CAPAO,SIK+BEE,100,E,11,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,100,E,12,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,100,E,13,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,100,E,14,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,100,E,15,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,100,E,16,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,100,E,17,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,100,E,18,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,100,F,1,89,0,9,48,84,4,8240
21-22,CAPAO,SIK+BEE,100,F,2,89,1,12,29,64,6,NA
21-22,CAPAO,SIK+BEE,100,F,3,86,0,8,27,42,5,NA
21-22,CAPAO,SIK+BEE,100,F,4,88,2,4,10,31,6,NA
21-22,CAPAO,SIK+BEE,100,F,5,81,1,8,28,54,6,NA
21-22,CAPAO,SIK+BEE,100,F,6,92,1,6,21,44,6,NA
21-22,CAPAO,SIK+BEE,100,F,7,87,0,5,23,28,1,NA
21-22,CAPAO,SIK+BEE,100,F,8,84,0,11,20,29,3,NA
21-22,CAPAO,SIK+BEE,100,F,9,66,0,0,1,7,0,NA
21-22,CAPAO,SIK+BEE,100,F,10,70,0,0,9,9,3,NA
21-22,CAPAO,SIK+BEE,100,F,11,81,0,3,9,21,1,NA
21-22,CAPAO,SIK+BEE,100,F,12,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,100,F,13,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,100,F,14,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,100,F,15,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,100,F,16,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,100,F,17,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,100,F,18,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,200,A,1,85,0,9,10,12,0,7143
21-22,CAPAO,SIK+BEE,200,A,2,97,0,15,33,60,5,NA
21-22,CAPAO,SIK+BEE,200,A,3,100,0,33,52,29,2,NA
21-22,CAPAO,SIK+BEE,200,A,4,109,0,7,22,27,2,NA
21-22,CAPAO,SIK+BEE,200,A,5,92,0,3,8,27,1,NA
21-22,CAPAO,SIK+BEE,200,A,6,88,0,2,11,18,0,NA
21-22,CAPAO,SIK+BEE,200,A,7,90,0,1,8,7,1,NA
21-22,CAPAO,SIK+BEE,200,A,8,96,0,3,25,26,1,NA
21-22,CAPAO,SIK+BEE,200,A,9,92,1,4,14,14,0,NA
21-22,CAPAO,SIK+BEE,200,A,10,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,200,A,11,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,200,A,12,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,200,A,13,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,200,A,14,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,200,A,15,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,200,A,16,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,200,A,17,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,200,A,18,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,200,B,1,79,0,4,17,26,3,7163
21-22,CAPAO,SIK+BEE,200,B,2,83,0,3,21,15,0,NA
21-22,CAPAO,SIK+BEE,200,B,3,84,0,2,18,14,0,NA
21-22,CAPAO,SIK+BEE,200,B,4,79,0,2,7,15,4,NA
21-22,CAPAO,SIK+BEE,200,B,5,89,1,4,16,27,1,NA
21-22,CAPAO,SIK+BEE,200,B,6,85,0,5,9,28,2,NA
21-22,CAPAO,SIK+BEE,200,B,7,88,0,2,9,23,5,NA
21-22,CAPAO,SIK+BEE,200,B,8,79,0,4,17,17,2,NA
21-22,CAPAO,SIK+BEE,200,B,9,82,0,4,30,31,4,NA
21-22,CAPAO,SIK+BEE,200,B,10,81,0,3,5,19,3,NA
21-22,CAPAO,SIK+BEE,200,B,11,88,0,11,10,23,0,NA
21-22,CAPAO,SIK+BEE,200,B,12,86,0,10,21,24,4,NA
21-22,CAPAO,SIK+BEE,200,B,13,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,200,B,14,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,200,B,15,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,200,B,16,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,200,B,17,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,200,B,18,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,200,C,1,85,0,3,8,22,2,7219
21-22,CAPAO,SIK+BEE,200,C,2,99,0,7,19,37,4,NA
21-22,CAPAO,SIK+BEE,200,C,3,90,1,8,16,44,1,NA
21-22,CAPAO,SIK+BEE,200,C,4,79,0,2,9,18,2,NA
21-22,CAPAO,SIK+BEE,200,C,5,94,3,6,22,29,3,NA
21-22,CAPAO,SIK+BEE,200,C,6,92,0,6,19,38,2,NA
21-22,CAPAO,SIK+BEE,200,C,7,85,1,4,9,19,0,NA
21-22,CAPAO,SIK+BEE,200,C,8,94,0,5,20,25,3,NA
21-22,CAPAO,SIK+BEE,200,C,9,94,0,2,17,40,1,NA
21-22,CAPAO,SIK+BEE,200,C,10,86,0,1,7,23,0,NA
21-22,CAPAO,SIK+BEE,200,C,11,85,1,2,10,11,2,NA
21-22,CAPAO,SIK+BEE,200,C,12,64,0,3,9,19,0,NA
21-22,CAPAO,SIK+BEE,200,C,13,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,200,C,14,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,200,C,15,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,200,C,16,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,200,C,17,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,200,C,18,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,200,D,1,93,0,7,16,54,4,7207
21-22,CAPAO,SIK+BEE,200,D,2,97,0,34,52,28,2,NA
21-22,CAPAO,SIK+BEE,200,D,3,91,1,3,16,32,3,NA
21-22,CAPAO,SIK+BEE,200,D,4,88,0,4,7,28,3,NA
21-22,CAPAO,SIK+BEE,200,D,5,90,1,12,25,27,4,NA
21-22,CAPAO,SIK+BEE,200,D,6,82,2,7,16,31,2,NA
21-22,CAPAO,SIK+BEE,200,D,7,90,0,7,21,13,2,NA
21-22,CAPAO,SIK+BEE,200,D,8,85,0,2,7,21,1,NA
21-22,CAPAO,SIK+BEE,200,D,9,91,0,4,20,22,1,NA
21-22,CAPAO,SIK+BEE,200,D,10,89,0,5,14,26,5,NA
21-22,CAPAO,SIK+BEE,200,D,11,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,200,D,12,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,200,D,13,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,200,D,14,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,200,D,15,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,200,D,16,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,200,D,17,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,200,D,18,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,200,E,1,91,0,8,15,22,5,7215
21-22,CAPAO,SIK+BEE,200,E,2,89,0,5,39,57,3,NA
21-22,CAPAO,SIK+BEE,200,E,3,88,0,5,8,19,0,NA
21-22,CAPAO,SIK+BEE,200,E,4,83,1,7,22,32,4,NA
21-22,CAPAO,SIK+BEE,200,E,5,84,0,5,36,33,3,NA
21-22,CAPAO,SIK+BEE,200,E,6,83,1,8,29,37,3,NA
21-22,CAPAO,SIK+BEE,200,E,7,80,0,6,23,21,2,NA
21-22,CAPAO,SIK+BEE,200,E,8,82,0,7,9,27,5,NA
21-22,CAPAO,SIK+BEE,200,E,9,83,2,7,19,23,1,NA
21-22,CAPAO,SIK+BEE,200,E,10,90,0,8,27,33,1,NA
21-22,CAPAO,SIK+BEE,200,E,11,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,200,E,12,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,200,E,13,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,200,E,14,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,200,E,15,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,200,E,16,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,200,E,17,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,200,E,18,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,200,F,1,73,1,2,5,4,0,7133
21-22,CAPAO,SIK+BEE,200,F,2,89,1,3,10,8,2,NA
21-22,CAPAO,SIK+BEE,200,F,3,79,1,2,6,5,2,NA
21-22,CAPAO,SIK+BEE,200,F,4,80,2,3,6,6,1,NA
21-22,CAPAO,SIK+BEE,200,F,5,91,0,3,18,27,2,NA
21-22,CAPAO,SIK+BEE,200,F,6,71,0,1,8,12,0,NA
21-22,CAPAO,SIK+BEE,200,F,7,96,1,5,21,45,2,NA
21-22,CAPAO,SIK+BEE,200,F,8,91,0,1,15,18,4,NA
21-22,CAPAO,SIK+BEE,200,F,9,85,0,3,11,17,0,NA
21-22,CAPAO,SIK+BEE,200,F,10,96,0,5,16,32,5,NA
21-22,CAPAO,SIK+BEE,200,F,11,91,0,4,9,20,0,NA
21-22,CAPAO,SIK+BEE,200,F,12,88,0,3,10,21,3,NA
21-22,CAPAO,SIK+BEE,200,F,13,92,0,12,24,34,1,NA
21-22,CAPAO,SIK+BEE,200,F,14,75,0,0,6,7,0,NA
21-22,CAPAO,SIK+BEE,200,F,15,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,200,F,16,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,200,F,17,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,200,F,18,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK ,25,A,1,84,0,9,31,34,3,8334
21-22,CAPAO,SIK ,25,A,2,93,0,6,17,28,5,NA
21-22,CAPAO,SIK ,25,A,3,84,0,12,31,33,1,NA
21-22,CAPAO,SIK ,25,A,4,86,0,3,11,27,0,NA
21-22,CAPAO,SIK ,25,A,5,78,1,1,6,18,1,NA
21-22,CAPAO,SIK ,25,A,6,76,0,3,7,18,0,NA
21-22,CAPAO,SIK ,25,A,7,76,0,4,9,15,0,NA
21-22,CAPAO,SIK ,25,A,8,67,0,0,10,4,0,NA
21-22,CAPAO,SIK ,25,A,9,81,0,2,9,20,1,NA
21-22,CAPAO,SIK ,25,A,10,82,0,3,13,23,1,NA
21-22,CAPAO,SIK ,25,A,11,66,0,3,6,7,1,NA
21-22,CAPAO,SIK ,25,A,12,78,1,1,12,25,2,NA
21-22,CAPAO,SIK ,25,A,13,84,0,6,27,36,4,NA
21-22,CAPAO,SIK ,25,A,14,83,0,8,13,29,1,NA
21-22,CAPAO,SIK ,25,A,15,73,0,2,12,15,1,NA
21-22,CAPAO,SIK ,25,A,16,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK ,25,A,17,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK ,25,A,18,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK ,25,B,1,94,0,5,13,27,1,8348
21-22,CAPAO,SIK ,25,B,2,86,0,4,13,15,1,NA
21-22,CAPAO,SIK ,25,B,3,82,0,2,12,19,1,NA
21-22,CAPAO,SIK ,25,B,4,95,0,11,11,28,4,NA
21-22,CAPAO,SIK ,25,B,5,90,0,6,19,26,3,NA
21-22,CAPAO,SIK ,25,B,6,91,0,2,16,13,1,NA
21-22,CAPAO,SIK ,25,B,7,96,0,2,15,32,3,NA
21-22,CAPAO,SIK ,25,B,8,91,0,0,6,11,1,NA
21-22,CAPAO,SIK ,25,B,9,93,0,1,15,25,2,NA
21-22,CAPAO,SIK ,25,B,10,95,0,2,12,31,0,NA
21-22,CAPAO,SIK ,25,B,11,95,0,7,26,39,4,NA
21-22,CAPAO,SIK ,25,B,12,88,0,3,16,22,1,NA
21-22,CAPAO,SIK ,25,B,13,86,0,6,12,22,3,NA
21-22,CAPAO,SIK ,25,B,14,86,0,8,18,19,0,NA
21-22,CAPAO,SIK ,25,B,15,93,0,3,17,18,2,NA
21-22,CAPAO,SIK ,25,B,16,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK ,25,B,17,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK ,25,B,18,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK ,25,C,1,86,0,4,26,23,2,8326
21-22,CAPAO,SIK ,25,C,2,85,0,2,18,22,1,NA
21-22,CAPAO,SIK ,25,C,3,77,0,6,14,17,0,NA
21-22,CAPAO,SIK ,25,C,4,83,0,3,32,27,4,NA
21-22,CAPAO,SIK ,25,C,5,86,0,5,16,19,1,NA
21-22,CAPAO,SIK ,25,C,6,85,0,6,11,21,0,NA
21-22,CAPAO,SIK ,25,C,7,83,0,7,21,36,1,NA
21-22,CAPAO,SIK ,25,C,8,82,0,1,27,22,2,NA
21-22,CAPAO,SIK ,25,C,9,79,0,6,12,17,0,NA
21-22,CAPAO,SIK ,25,C,10,87,0,3,23,28,3,NA
21-22,CAPAO,SIK ,25,C,11,85,0,8,14,19,0,NA
21-22,CAPAO,SIK ,25,C,12,81,0,5,18,23,1,NA
21-22,CAPAO,SIK ,25,C,13,81,0,3,10,21,1,NA
21-22,CAPAO,SIK ,25,C,14,81,0,3,15,12,0,NA
21-22,CAPAO,SIK ,25,C,15,73,0,1,9,9,1,NA
21-22,CAPAO,SIK ,25,C,16,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK ,25,C,17,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK ,25,C,18,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK ,25,D,1,72,0,5,25,25,2,8272
21-22,CAPAO,SIK ,25,D,2,69,0,4,10,23,2,NA
21-22,CAPAO,SIK ,25,D,3,77,0,9,22,24,1,NA
21-22,CAPAO,SIK ,25,D,4,74,0,2,9,22,0,NA
21-22,CAPAO,SIK ,25,D,5,72,0,7,21,23,0,NA
21-22,CAPAO,SIK ,25,D,6,76,0,2,9,21,1,NA
21-22,CAPAO,SIK ,25,D,7,70,0,3,20,24,0,NA
21-22,CAPAO,SIK ,25,D,8,70,0,1,10,22,0,NA
21-22,CAPAO,SIK ,25,D,9,78,1,4,23,22,3,NA
21-22,CAPAO,SIK ,25,D,10,67,0,13,37,45,2,NA
21-22,CAPAO,SIK ,25,D,11,83,0,2,11,13,1,NA
21-22,CAPAO,SIK ,25,D,12,81,0,2,15,23,2,NA
21-22,CAPAO,SIK ,25,D,13,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK ,25,D,14,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK ,25,D,15,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK ,25,D,16,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK ,25,D,17,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK ,25,D,18,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK ,25,E,1,83,0,4,19,15,1,8348
21-22,CAPAO,SIK ,25,E,2,88,0,8,19,16,5,NA
21-22,CAPAO,SIK ,25,E,3,85,0,1,11,25,1,NA
21-22,CAPAO,SIK ,25,E,4,88,0,8,21,27,4,NA
21-22,CAPAO,SIK ,25,E,5,88,0,6,5,29,3,NA
21-22,CAPAO,SIK ,25,E,6,90,1,1,16,28,4,NA
21-22,CAPAO,SIK ,25,E,7,92,0,5,21,39,3,NA
21-22,CAPAO,SIK ,25,E,8,91,0,9,34,38,4,NA
21-22,CAPAO,SIK ,25,E,9,82,0,6,11,24,2,NA
21-22,CAPAO,SIK ,25,E,10,83,0,6,21,22,0,NA
21-22,CAPAO,SIK ,25,E,11,81,0,1,16,19,1,NA
21-22,CAPAO,SIK ,25,E,12,83,0,3,14,24,2,NA
21-22,CAPAO,SIK ,25,E,13,83,0,4,9,21,4,NA
21-22,CAPAO,SIK ,25,E,14,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK ,25,E,15,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK ,25,E,16,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK ,25,E,17,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK ,25,E,18,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK ,25,F,1,88,0,4,11,23,1,8248
21-22,CAPAO,SIK ,25,F,2,77,0,1,8,17,4,NA
21-22,CAPAO,SIK ,25,F,3,105,0,4,8,13,7,NA
21-22,CAPAO,SIK ,25,F,4,87,0,1,12,18,0,NA
21-22,CAPAO,SIK ,25,F,5,89,1,2,13,22,0,NA
21-22,CAPAO,SIK ,25,F,6,82,0,3,13,20,2,NA
21-22,CAPAO,SIK ,25,F,7,89,0,2,11,28,4,NA
21-22,CAPAO,SIK ,25,F,8,83,0,7,2,6,1,NA
21-22,CAPAO,SIK ,25,F,9,93,0,6,7,16,4,NA
21-22,CAPAO,SIK ,25,F,10,92,0,10,10,27,6,NA
21-22,CAPAO,SIK ,25,F,11,81,0,2,11,19,2,NA
21-22,CAPAO,SIK ,25,F,12,87,0,2,16,20,1,NA
21-22,CAPAO,SIK ,25,F,13,92,1,1,4,30,0,NA
21-22,CAPAO,SIK ,25,F,14,87,0,9,16,27,1,NA
21-22,CAPAO,SIK ,25,F,15,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK ,25,F,16,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK ,25,F,17,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK ,25,F,18,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK ,50,A,1,83,0,7,7,24,3,7682
21-22,CAPAO,SIK ,50,A,2,87,0,2,20,24,2,NA
21-22,CAPAO,SIK ,50,A,3,93,0,9,11,26,6,NA
21-22,CAPAO,SIK ,50,A,4,83,0,0,9,18,2,NA
21-22,CAPAO,SIK ,50,A,5,81,0,3,8,17,1,NA
21-22,CAPAO,SIK ,50,A,6,81,0,2,12,16,2,NA
21-22,CAPAO,SIK ,50,A,7,56,0,2,6,16,0,NA
21-22,CAPAO,SIK ,50,A,8,85,0,1,13,16,3,NA
21-22,CAPAO,SIK ,50,A,9,84,0,6,14,24,1,NA
21-22,CAPAO,SIK ,50,A,10,83,0,3,17,16,3,NA
21-22,CAPAO,SIK ,50,A,11,71,0,2,6,15,0,NA
21-22,CAPAO,SIK ,50,A,12,82,0,3,16,16,1,NA
21-22,CAPAO,SIK ,50,A,13,87,0,7,46,40,1,NA
21-22,CAPAO,SIK ,50,A,14,88,0,2,15,22,4,NA
21-22,CAPAO,SIK ,50,A,15,88,0,3,26,41,3,NA
21-22,CAPAO,SIK ,50,A,16,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK ,50,A,17,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK ,50,A,18,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK ,50,B,1,62,0,7,18,24,1,7620
21-22,CAPAO,SIK ,50,B,2,77,0,1,10,21,0,NA
21-22,CAPAO,SIK ,50,B,3,80,1,4,16,19,2,NA
21-22,CAPAO,SIK ,50,B,4,69,1,6,24,26,1,NA
21-22,CAPAO,SIK ,50,B,5,75,1,2,18,13,3,NA
21-22,CAPAO,SIK ,50,B,6,76,2,3,26,19,4,NA
21-22,CAPAO,SIK ,50,B,7,80,0,7,25,32,2,NA
21-22,CAPAO,SIK ,50,B,8,87,1,9,20,32,2,NA
21-22,CAPAO,SIK ,50,B,9,73,1,2,14,19,3,NA
21-22,CAPAO,SIK ,50,B,10,74,0,1,12,19,1,NA
21-22,CAPAO,SIK ,50,B,11,78,1,3,23,25,2,NA
21-22,CAPAO,SIK ,50,B,12,76,1,3,21,22,2,NA
21-22,CAPAO,SIK ,50,B,13,81,1,6,17,18,3,NA
21-22,CAPAO,SIK ,50,B,14,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK ,50,B,15,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK ,50,B,16,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK ,50,B,17,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK ,50,B,18,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK ,50,C,1,80,1,9,27,20,2,7664
21-22,CAPAO,SIK ,50,C,2,84,0,2,12,33,2,NA
21-22,CAPAO,SIK ,50,C,3,72,1,3,13,18,1,NA
21-22,CAPAO,SIK ,50,C,4,74,1,6,23,25,5,NA
21-22,CAPAO,SIK ,50,C,5,87,0,8,33,44,3,NA
21-22,CAPAO,SIK ,50,C,6,78,0,6,27,36,4,NA
21-22,CAPAO,SIK ,50,C,7,78,0,6,20,27,3,NA
21-22,CAPAO,SIK ,50,C,8,79,0,2,11,20,0,NA
21-22,CAPAO,SIK ,50,C,9,78,0,9,32,31,3,NA
21-22,CAPAO,SIK ,50,C,10,80,0,8,19,27,3,NA
21-22,CAPAO,SIK ,50,C,11,72,2,6,23,20,1,NA
21-22,CAPAO,SIK ,50,C,12,66,0,1,8,8,3,NA
21-22,CAPAO,SIK ,50,C,13,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK ,50,C,14,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK ,50,C,15,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK ,50,C,16,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK ,50,C,17,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK ,50,C,18,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK ,50,D,1,91,0,6,12,17,3,7656
21-22,CAPAO,SIK ,50,D,2,84,0,6,23,25,0,NA
21-22,CAPAO,SIK ,50,D,3,77,0,2,10,20,0,NA
21-22,CAPAO,SIK ,50,D,4,77,0,4,25,20,0,NA
21-22,CAPAO,SIK ,50,D,5,81,0,3,19,33,1,NA
21-22,CAPAO,SIK ,50,D,6,80,0,5,17,14,3,NA
