SAFRA,LOCAL,TRATAMENTO,DISTANCIA,PARCELA,PLANTA,ALTURA,V_0G,V_1G,V_2G,V_3G,V_4G,PROD_TOTAL
22-23,ANHUMAS,CONTROL    ,200,E,1,137,2,20,16,8,0,3200
22-23,ANHUMAS,CONTROL    ,200,E,2,134,0,14,17,23,0,NA
22-23,ANHUMAS,CONTROL    ,200,E,3,124,1,16,20,28,0,NA
22-23,ANHUMAS,CONTROL    ,200,E,4,94,3,6,8,12,0,NA
22-23,ANHUMAS,CONTROL    ,200,E,5,104,2,15,13,10,0,NA
22-23,ANHUMAS,CONTROL    ,200,E,6,126,3,14,16,20,0,NA
22-23,ANHUMAS,CONTROL    ,200,E,7,130,1,14,20,7,1,NA
22-23,ANHUMAS,CONTROL    ,200,E,8,114,3,14,17,12,0,NA
22-23,ANHUMAS,CONTROL    ,200,E,9,117,0,14,15,17,0,NA
22-23,ANHUMAS,CONTROL    ,200,E,10,89,0,5,11,10,0,NA
22-23,ANHUMAS,CONTROL    ,200,E,11,100,1,10,20,16,0,NA
22-23,ANHUMAS,CONTROL    ,200,E,12,142,2,12,15,23,0,NA
22-23,ANHUMAS,CONTROL    ,200,E,13,NA,NA,NA,NA,NA,NA,NA
22-23,ANHUMAS,CONTROL    ,200,E,14,NA,NA,NA,NA,NA,NA,NA
22-23,ANHUMAS,CONTROL    ,200,E,15,NA,NA,NA,NA,NA,NA,NA
22-23,ANHUMAS,CONTROL    ,200,E,16,NA,NA,NA,NA,NA,NA,NA
22-23,ANHUMAS,CONTROL    ,200,E,17,NA,NA,NA,NA,NA,NA,NA
22-23,ANHUMAS,CONTROL    ,200,E,18,NA,NA,NA,NA,NA,NA,NA
22-23,ANHUMAS,CONTROL    ,200,F,1,121,1,13,6,9,0,3256
22-23,ANHUMAS,CONTROL    ,200,F,2,147,4,25,23,10,0,NA
22-23,ANHUMAS,CONTROL    ,200,F,3,118,2,10,8,12,0,NA
22-23,ANHUMAS,CONTROL    ,200,F,4,106,1,13,16,10,0,NA
22-23,ANHUMAS,CONTROL    ,200,F,5,137,1,14,10,13,0,NA
22-23,ANHUMAS,CONTROL    ,200,F,6,101,3,4,6,12,0,NA
22-23,ANHUMAS,CONTROL    ,200,F,7,134,0,15,12,13,1,NA
22-23,ANHUMAS,CONTROL    ,200,F,8,133,2,14,21,15,0,NA
22-23,ANHUMAS,CONTROL    ,200,F,9,128,0,15,16,12,0,NA
22-23,ANHUMAS,CONTROL    ,200,F,10,102,2,15,6,8,0,NA
22-23,ANHUMAS,CONTROL    ,200,F,11,97,2,14,8,9,0,NA
22-23,ANHUMAS,CONTROL    ,200,F,12,124,0,17,12,15,0,NA
22-23,ANHUMAS,CONTROL    ,200,F,13,NA,NA,NA,NA,NA,NA,NA
22-23,ANHUMAS,CONTROL    ,200,F,14,NA,NA,NA,NA,NA,NA,NA
22-23,ANHUMAS,CONTROL    ,200,F,15,NA,NA,NA,NA,NA,NA,NA
22-23,ANHUMAS,CONTROL    ,200,F,16,NA,NA,NA,NA,NA,NA,NA
22-23,ANHUMAS,CONTROL    ,200,F,17,NA,NA,NA,NA,NA,NA,NA
22-23,ANHUMAS,CONTROL    ,200,F,18,NA,NA,NA,NA,NA,NA,NA
22-23,CAPAO,SIK+BEE,25,A,1,74,0,3,6,11,0,6344
22-23,CAPAO,SIK+BEE,25,A,2,86,0,3,12,21,5,NA
22-23,CAPAO,SIK+BEE,25,A,3,89,0,3,8,26,2,NA
22-23,CAPAO,SIK+BEE,25,A,4,81,0,6,15,26,1,NA
22-23,CAPAO,SIK+BEE,25,A,5,83,1,4,21,22,1,NA
22-23,CAPAO,SIK+BEE,25,A,6,90,0,4,20,35,1,NA
22-23,CAPAO,SIK+BEE,25,A,7,75,0,4,12,20,3,NA
22-23,CAPAO,SIK+BEE,25,A,8,90,0,12,25,28,1,NA
22-23,CAPAO,SIK+BEE,25,A,9,85,1,10,38,25,2,NA
22-23,CAPAO,SIK+BEE,25,A,10,80,0,4,18,19,1,NA
22-23,CAPAO,SIK+BEE,25,A,11,68,0,4,7,16,0,NA
22-23,CAPAO,SIK+BEE,25,A,12,83,0,3,5,15,3,NA
22-23,CAPAO,SIK+BEE,25,A,13,80,0,3,22,26,2,NA
22-23,CAPAO,SIK+BEE,25,A,14,46,1,3,6,9,0,NA
22-23,CAPAO,SIK+BEE,25,A,15,75,0,3,13,17,0,NA
22-23,CAPAO,SIK+BEE,25,A,16,NA,NA,NA,NA,NA,NA,NA
22-23,CAPAO,SIK+BEE,25,A,17,NA,NA,NA,NA,NA,NA,NA
22-23,CAPAO,SIK+BEE,25,A,18,NA,NA,NA,NA,NA,NA,NA
22-23,CAPAO,SIK+BEE,25,B,1,81,0,5,12,24,0,6456
22-23,CAPAO,SIK+BEE,25,B,2,89,0,7,22,36,3,NA
22-23,CAPAO,SIK+BEE,25,B,3,90,0,4,19,28,0,NA
22-23,CAPAO,SIK+BEE,25,B,4,88,0,7,22,30,1,NA
22-23,CAPAO,SIK+BEE,25,B,5,92,0,5,24,22,1,NA
22-23,CAPAO,SIK+BEE,25,B,6,87,0,1,11,22,4,NA
22-23,CAPAO,SIK+BEE,25,B,7,80,0,8,18,16,2,NA
22-23,CAPAO,SIK+BEE,25,B,8,88,1,6,18,25,1,NA
22-23,CAPAO,SIK+BEE,25,B,9,83,0,3,13,18,1,NA
22-23,CAPAO,SIK+BEE,25,B,10,71,1,4,12,21,1,NA
22-23,CAPAO,SIK+BEE,25,B,11,85,0,7,12,23,1,NA
22-23,CAPAO,SIK+BEE,25,B,12,83,0,3,11,17,1,NA
22-23,CAPAO,SIK+BEE,25,B,13,90,0,3,16,25,2,NA
22-23,CAPAO,SIK+BEE,25,B,14,81,1,3,11,20,1,NA
22-23,CAPAO,SIK+BEE,25,B,15,86,0,5,17,20,1,NA
22-23,CAPAO,SIK+BEE,25,B,16,NA,NA,NA,NA,NA,NA,NA
22-23,CAPAO,SIK+BEE,25,B,17,NA,NA,NA,NA,NA,NA,NA
22-23,CAPAO,SIK+BEE,25,B,18,NA,NA,NA,NA,NA,NA,NA
22-23,CAPAO,SIK+BEE,25,C,1,86,1,2,7,27,0,6780
22-23,CAPAO,SIK+BEE,25,C,2,80,0,1,7,30,1,NA
22-23,CAPAO,SIK+BEE,25,C,3,81,0,0,6,13,2,NA
22-23,CAPAO,SIK+BEE,25,C,4,86,1,3,13,17,1,NA
22-23,CAPAO,SIK+BEE,25,C,5,84,2,4,18,25,1,NA
22-23,CAPAO,SIK+BEE,25,C,6,90,0,3,21,32,0,NA
22-23,CAPAO,SIK+BEE,25,C,7,83,0,4,12,23,0,NA
22-23,CAPAO,SIK+BEE,25,C,8,88,0,3,18,28,3,NA
22-23,CAPAO,SIK+BEE,25,C,9,84,0,1,8,23,0,NA
22-23,CAPAO,SIK+BEE,25,C,10,84,0,3,16,27,2,NA
22-23,CAPAO,SIK+BEE,25,C,11,84,0,4,13,20,2,NA
22-23,CAPAO,SIK+BEE,25,C,12,85,0,3,15,17,0,NA
22-23,CAPAO,SIK+BEE,25,C,13,85,0,4,13,14,0,NA
22-23,CAPAO,SIK+BEE,25,C,14,81,1,3,14,12,0,NA
22-23,CAPAO,SIK+BEE,25,C,15,85,0,2,12,23,2,NA
22-23,CAPAO,SIK+BEE,25,C,16,NA,NA,NA,NA,NA,NA,NA
22-23,CAPAO,SIK+BEE,25,C,17,NA,NA,NA,NA,NA,NA,NA
22-23,CAPAO,SIK+BEE,25,C,18,NA,NA,NA,NA,NA,NA,NA
22-23,CAPAO,SIK+BEE,25,D,1,88,0,9,13,21,1,6650
22-23,CAPAO,SIK+BEE,25,D,2,94,0,11,20,33,3,NA
22-23,CAPAO,SIK+BEE,25,D,3,92,0,5,22,26,1,NA
22-23,CAPAO,SIK+BEE,25,D,4,89,0,10,23,28,0,NA
22-23,CAPAO,SIK+BEE,25,D,5,94,0,11,23,19,2,NA
22-23,CAPAO,SIK+BEE,25,D,6,101,0,7,15,23,5,NA
22-23,CAPAO,SIK+BEE,25,D,7,88,0,9,17,18,1,NA
22-23,CAPAO,SIK+BEE,25,D,8,90,0,9,19,23,2,NA
22-23,CAPAO,SIK+BEE,25,D,9,89,0,4,17,20,2,NA
22-23,CAPAO,SIK+BEE,25,D,10,79,0,5,16,24,0,NA
22-23,CAPAO,SIK+BEE,25,D,11,82,0,7,12,23,1,NA
22-23,CAPAO,SIK+BEE,25,D,12,86,0,4,12,19,2,NA
22-23,CAPAO,SIK+BEE,25,D,13,95,0,7,17,24,1,NA
22-23,CAPAO,SIK+BEE,25,D,14,88,0,7,14,23,0,NA
22-23,CAPAO,SIK+BEE,25,D,15,80,0,8,18,21,2,NA
22-23,CAPAO,SIK+BEE,25,D,16,NA,NA,NA,NA,NA,NA,NA
22-23,CAPAO,SIK+BEE,25,D,17,NA,NA,NA,NA,NA,NA,NA
22-23,CAPAO,SIK+BEE,25,D,18,NA,NA,NA,NA,NA,NA,NA
22-23,CAPAO,SIK+BEE,25,E,1,81,0,10,9,16,2,6999
22-23,CAPAO,SIK+BEE,25,E,2,93,0,10,19,28,4,NA
22-23,CAPAO,SIK+BEE,25,E,3,87,0,7,17,24,2,NA
22-23,CAPAO,SIK+BEE,25,E,4,87,0,11,20,26,0,NA
22-23,CAPAO,SIK+BEE,25,E,5,91,0,15,19,20,1,NA
22-23,CAPAO,SIK+BEE,25,E,6,88,0,9,18,25,4,NA
22-23,CAPAO,SIK+BEE,25,E,7,89,0,10,18,23,3,NA
22-23,CAPAO,SIK+BEE,25,E,8,93,0,12,15,20,1,NA
22-23,CAPAO,SIK+BEE,25,E,9,87,0,6,18,19,2,NA
22-23,CAPAO,SIK+BEE,25,E,10,82,0,9,14,26,0,NA
22-23,CAPAO,SIK+BEE,25,E,11,83,0,11,16,19,0,NA
22-23,CAPAO,SIK+BEE,25,E,12,82,0,5,13,21,2,NA
22-23,CAPAO,SIK+BEE,25,E,13,89,0,9,16,26,1,NA
22-23,CAPAO,SIK+BEE,25,E,14,92,0,9,13,21,2,NA
22-23,CAPAO,SIK+BEE,25,E,15,88,0,9,16,17,1,NA
22-23,CAPAO,SIK+BEE,25,E,16,95,1,16,23,19,2,NA
22-23,CAPAO,SIK+BEE,25,E,17,NA,NA,NA,NA,NA,NA,NA
22-23,CAPAO,SIK+BEE,25,E,18,NA,NA,NA,NA,NA,NA,NA
22-23,CAPAO,SIK+BEE,25,F,1,88,1,12,16,23,1,7000
22-23,CAPAO,SIK+BEE,25,F,2,90,0,14,17,25,3,NA
22-23,CAPAO,SIK+BEE,25,F,3,91,0,12,15,19,1,NA
22-23,CAPAO,SIK+BEE,25,F,4,99,0,12,18,32,3,NA
22-23,CAPAO,SIK+BEE,25,F,5,101,0,16,21,29,2,NA
22-23,CAPAO,SIK+BEE,25,F,6,94,0,12,17,19,2,NA
22-23,CAPAO,SIK+BEE,25,F,7,86,0,9,12,24,1,NA
22-23,CAPAO,SIK+BEE,25,F,8,90,0,16,24,19,3,NA
22-23,CAPAO,SIK+BEE,25,F,9,89,0,7,19,21,1,NA
22-23,CAPAO,SIK+BEE,25,F,10,83,0,9,24,23,1,NA
22-23,CAPAO,SIK+BEE,25,F,11,84,0,8,7,23,0,NA
22-23,CAPAO,SIK+BEE,25,F,12,89,0,6,14,26,0,NA
22-23,CAPAO,SIK+BEE,25,F,13,81,0,6,17,22,2,NA
22-23,CAPAO,SIK+BEE,25,F,14,95,0,11,12,24,1,NA
22-23,CAPAO,SIK+BEE,25,F,15,94,0,13,21,25,2,NA
22-23,CAPAO,SIK+BEE,25,F,16,91,0,12,19,20,1,NA
22-23,CAPAO,SIK+BEE,25,F,17,NA,NA,NA,NA,NA,NA,NA
22-23,CAPAO,SIK+BEE,25,F,18,NA,NA,NA,NA,NA,NA,NA
22-23,CAPAO,SIK+BEE,50,A,1,74,0,1,7,14,0,6331
22-23,CAPAO,SIK+BEE,50,A,2,83,0,2,18,21,2,NA
22-23,CAPAO,SIK+BEE,50,A,3,83,0,5,13,38,4,NA
22-23,CAPAO,SIK+BEE,50,A,4,84,1,3,11,17,6,NA
22-23,CAPAO,SIK+BEE,50,A,5,90,0,3,8,25,4,NA
22-23,CAPAO,SIK+BEE,50,A,6,89,0,2,9,28,3,NA
22-23,CAPAO,SIK+BEE,50,A,7,83,1,1,5,19,2,NA
22-23,CAPAO,SIK+BEE,50,A,8,88,0,3,14,27,4,NA
22-23,CAPAO,SIK+BEE,50,A,9,85,0,1,10,40,3,NA
22-23,CAPAO,SIK+BEE,50,A,10,84,0,9,20,24,0,NA
22-23,CAPAO,SIK+BEE,50,A,11,90,1,7,19,21,1,NA
22-23,CAPAO,SIK+BEE,50,A,12,66,0,5,9,11,1,NA
22-23,CAPAO,SIK+BEE,50,A,13,78,2,2,12,18,4,NA
22-23,CAPAO,SIK+BEE,50,A,14,70,0,4,12,15,1,NA
22-23,CAPAO,SIK+BEE,50,A,15,82,0,8,25,31,3,NA
22-23,CAPAO,SIK+BEE,50,A,16,NA,NA,NA,NA,NA,NA,NA
22-23,CAPAO,SIK+BEE,50,A,17,NA,NA,NA,NA,NA,NA,NA
22-23,CAPAO,SIK+BEE,50,A,18,NA,NA,NA,NA,NA,NA,NA
22-23,CAPAO,SIK+BEE,50,B,1,81,0,1,13,20,1,6420
22-23,CAPAO,SIK+BEE,50,B,2,77,0,2,9,23,2,NA
22-23,CAPAO,SIK+BEE,50,B,3,79,0,2,9,29,1,NA
22-23,CAPAO,SIK+BEE,50,B,4,72,1,4,9,13,4,NA
22-23,CAPAO,SIK+BEE,50,B,5,78,0,5,17,26,1,NA
22-23,CAPAO,SIK+BEE,50,B,6,83,0,6,19,27,5,NA
22-23,CAPAO,SIK+BEE,50,B,7,70,0,1,14,14,0,NA
22-23,CAPAO,SIK+BEE,50,B,8,82,1,9,31,43,1,NA
22-23,CAPAO,SIK+BEE,50,B,9,73,0,3,11,24,0,NA
22-23,CAPAO,SIK+BEE,50,B,10,71,0,0,11,8,2,NA
22-23,CAPAO,SIK+BEE,50,B,11,81,1,5,14,25,3,NA
22-23,CAPAO,SIK+BEE,50,B,12,76,0,1,15,23,2,NA
22-23,CAPAO,SIK+BEE,50,B,13,79,0,2,8,20,0,NA
22-23,CAPAO,SIK+BEE,50,B,14,83,0,3,14,33,0,NA
22-23,CAPAO,SIK+BEE,50,B,15,78,0,5,12,16,1,NA
22-23,CAPAO,SIK+BEE,50,B,16,NA,NA,NA,NA,NA,NA,NA
22-23,CAPAO,SIK+BEE,50,B,17,NA,NA,NA,NA,NA,NA,NA
22-23,CAPAO,SIK+BEE,50,B,18,NA,NA,NA,NA,NA,NA,NA
22-23,CAPAO,SIK+BEE,50,C,1,87,0,1,13,29,1,6378
22-23,CAPAO,SIK+BEE,50,C,2,87,0,1,11,26,1,NA
22-23,CAPAO,SIK+BEE,50,C,3,85,0,4,10,22,2,NA
22-23,CAPAO,SIK+BEE,50,C,4,91,0,2,9,29,4,NA
22-23,CAPAO,SIK+BEE,50,C,5,85,0,6,14,29,2,NA
22-23,CAPAO,SIK+BEE,50,C,6,89,0,5,16,26,3,NA
22-23,CAPAO,SIK+BEE,50,C,7,88,0,4,13,25,1,NA
22-23,CAPAO,SIK+BEE,50,C,8,84,0,4,8,10,1,NA
22-23,CAPAO,SIK+BEE,50,C,9,90,0,4,16,29,1,NA
22-23,CAPAO,SIK+BEE,50,C,10,80,0,1,7,15,1,NA
22-23,CAPAO,SIK+BEE,50,C,11,84,0,2,8,19,1,NA
22-23,CAPAO,SIK+BEE,50,C,12,84,0,3,6,24,0,NA
22-23,CAPAO,SIK+BEE,50,C,13,89,0,6,20,34,2,NA
22-23,CAPAO,SIK+BEE,50,C,14,82,0,3,23,32,1,NA
22-23,CAPAO,SIK+BEE,50,C,15,91,0,5,25,29,0,NA
22-23,CAPAO,SIK+BEE,50,C,16,NA,NA,NA,NA,NA,NA,NA
22-23,CAPAO,SIK+BEE,50,C,17,NA,NA,NA,NA,NA,NA,NA
22-23,CAPAO,SIK+BEE,50,C,18,NA,NA,NA,NA,NA,NA,NA
22-23,CAPAO,SIK+BEE,50,D,1,88,0,6,17,35,2,7000
22-23,CAPAO,SIK+BEE,50,D,2,85,0,3,12,28,3,NA
22-23,CAPAO,SIK+BEE,50,D,3,86,0,6,11,23,1,NA
22-23,CAPAO,SIK+BEE,50,D,4,93,0,9,12,28,5,NA
22-23,CAPAO,SIK+BEE,50,D,5,87,0,7,13,33,2,NA
22-23,CAPAO,SIK+BEE,50,D,6,93,0,7,18,25,4,NA
22-23,CAPAO,SIK+BEE,50,D,7,89,0,10,20,31,2,NA
22-23,CAPAO,SIK+BEE,50,D,8,94,0,6,20,16,2,NA
22-23,CAPAO,SIK+BEE,50,D,9,95,0,5,17,30,2,NA
22-23,CAPAO,SIK+BEE,50,D,10,79,0,4,17,16,3,NA
22-23,CAPAO,SIK+BEE,50,D,11,83,0,6,12,18,0,NA
22-23,CAPAO,SIK+BEE,50,D,12,89,0,4,14,26,2,NA
22-23,CAPAO,SIK+BEE,50,D,13,90,0,7,17,36,4,NA
22-23,CAPAO,SIK+BEE,50,D,14,88,0,12,25,29,3,NA
22-23,CAPAO,SIK+BEE,50,D,15,92,0,6,17,31,1,NA
22-23,CAPAO,SIK+BEE,50,D,16,80,0,3,12,24,0,NA
22-23,CAPAO,SIK+BEE,50,D,17,NA,NA,NA,NA,NA,NA,NA
22-23,CAPAO,SIK+BEE,50,D,18,NA,NA,NA,NA,NA,NA,NA
22-23,CAPAO,SIK+BEE,50,E,1,89,0,12,18,37,5,7300
22-23,CAPAO,SIK+BEE,50,E,2,88,0,7,17,33,4,NA
22-23,CAPAO,SIK+BEE,50,E,3,85,0,5,12,26,0,NA
22-23,CAPAO,SIK+BEE,50,E,4,91,0,14,27,29,6,NA
22-23,CAPAO,SIK+BEE,50,E,5,91,0,8,16,32,3,NA
22-23,CAPAO,SIK+BEE,50,E,6,92,0,8,19,27,3,NA
22-23,CAPAO,SIK+BEE,50,E,7,90,0,11,16,28,1,NA
22-23,CAPAO,SIK+BEE,50,E,8,91,0,7,26,33,3,NA
22-23,CAPAO,SIK+BEE,50,E,9,88,0,6,15,31,3,NA
22-23,CAPAO,SIK+BEE,50,E,10,85,0,3,18,28,1,NA
22-23,CAPAO,SIK+BEE,50,E,11,84,0,7,17,26,1,NA
22-23,CAPAO,SIK+BEE,50,E,12,90,0,6,15,32,3,NA
22-23,CAPAO,SIK+BEE,50,E,13,91,0,8,18,31,3,NA
22-23,CAPAO,SIK+BEE,50,E,14,90,0,16,23,28,4,NA
22-23,CAPAO,SIK+BEE,50,E,15,87,0,9,12,29,2,NA
22-23,CAPAO,SIK+BEE,50,E,16,93,0,12,17,31,1,NA
22-23,CAPAO,SIK+BEE,50,E,17,NA,NA,NA,NA,NA,NA,NA
22-23,CAPAO,SIK+BEE,50,E,18,NA,NA,NA,NA,NA,NA,NA
22-23,CAPAO,SIK+BEE,50,F,1,91,0,17,24,34,4,7432
22-23,CAPAO,SIK+BEE,50,F,2,92,0,13,23,36,3,NA
22-23,CAPAO,SIK+BEE,50,F,3,89,0,11,17,30,2,NA
22-23,CAPAO,SIK+BEE,50,F,4,94,0,11,28,33,4,NA
22-23,CAPAO,SIK+BEE,50,F,5,89,0,6,12,25,1,NA
22-23,CAPAO,SIK+BEE,50,F,6,89,0,12,23,29,2,NA
22-23,CAPAO,SIK+BEE,50,F,7,91,0,12,17,29,3,NA
22-23,CAPAO,SIK+BEE,50,F,8,90,0,12,16,28,2,NA
22-23,CAPAO,SIK+BEE,50,F,9,88,0,7,13,25,3,NA
22-23,CAPAO,SIK+BEE,50,F,10,92,0,5,19,36,3,NA
22-23,CAPAO,SIK+BEE,50,F,11,93,0,8,19,31,0,NA
22-23,CAPAO,SIK+BEE,50,F,12,84,0,3,12,26,2,NA
22-23,CAPAO,SIK+BEE,50,F,13,87,0,5,18,26,2,NA
22-23,CAPAO,SIK+BEE,50,F,14,91,0,12,19,27,3,NA
22-23,CAPAO,SIK+BEE,50,F,15,89,0,10,16,34,3,NA
22-23,CAPAO,SIK+BEE,50,F,16,94,0,5,12,24,2,NA
22-23,CAPAO,SIK+BEE,50,F,17,NA,NA,NA,NA,NA,NA,NA
22-23,CAPAO,SIK+BEE,50,F,18,NA,NA,NA,NA,NA,NA,NA
22-23,CAPAO,SIK+BEE,100,A,1,58,1,6,15,19,0,6500
22-23,CAPAO,SIK+BEE,100,A,2,75,0,2,19,18,0,NA
22-23,CAPAO,SIK+BEE,100,A,3,78,0,9,31,41,4,NA
22-23,CAPAO,SIK+BEE,100,A,4,81,2,10,22,52,1,NA
22-23,CAPAO,SIK+BEE,100,A,5,79,0,7,18,42,2,NA
22-23,CAPAO,SIK+BEE,100,A,6,77,0,4,12,16,2,NA
22-23,CAPAO,SIK+BEE,100,A,7,78,0,5,26,30,4,NA
22-23,CAPAO,SIK+BEE,100,A,8,56,0,3,21,27,2,NA
22-23,CAPAO,SIK+BEE,100,A,9,84,0,11,27,47,7,NA
22-23,CAPAO,SIK+BEE,100,A,10,86,0,9,19,35,2,NA
22-23,CAPAO,SIK+BEE,100,A,11,80,1,12,36,49,1,NA
22-23,CAPAO,SIK+BEE,100,A,12,81,1,4,7,25,2,NA
22-23,CAPAO,SIK+BEE,100,A,13,69,0,1,7,21,1,NA
22-23,CAPAO,SIK+BEE,100,A,14,NA,NA,NA,NA,NA,NA,NA
22-23,CAPAO,SIK+BEE,100,A,15,NA,NA,NA,NA,NA,NA,NA
22-23,CAPAO,SIK+BEE,100,A,16,NA,NA,NA,NA,NA,NA,NA
22-23,CAPAO,SIK+BEE,100,A,17,NA,NA,NA,NA,NA,NA,NA
22-23,CAPAO,SIK+BEE,100,A,18,NA,NA,NA,NA,NA,NA,NA
22-23,CAPAO,SIK+BEE,100,B,1,81,0,6,21,30,3,6499
22-23,CAPAO,SIK+BEE,100,B,2,81,0,2,15,45,5,NA
22-23,CAPAO,SIK+BEE,100,B,3,83,0,6,17,26,1,NA
22-23,CAPAO,SIK+BEE,100,B,4,74,1,1,7,17,1,NA
22-23,CAPAO,SIK+BEE,100,B,5,81,0,1,14,26,5,NA
22-23,CAPAO,SIK+BEE,100,B,6,81,0,3,14,22,0,NA
22-23,CAPAO,SIK+BEE,100,B,7,77,0,2,10,24,0,NA
22-23,CAPAO,SIK+BEE,100,B,8,90,0,7,19,45,4,NA
22-23,CAPAO,SIK+BEE,100,B,9,77,0,3,17,25,4,NA
22-23,CAPAO,SIK+BEE,100,B,10,83,0,7,13,33,3,NA
22-23,CAPAO,SIK+BEE,100,B,11,73,0,4,10,16,4,NA
22-23,CAPAO,SIK+BEE,100,B,12,73,0,1,11,28,5,NA
22-23,CAPAO,SIK+BEE,100,B,13,81,0,1,5,25,1,NA
22-23,CAPAO,SIK+BEE,100,B,14,79,1,3,18,23,2,NA
22-23,CAPAO,SIK+BEE,100,B,15,64,0,3,7,11,1,NA
22-23,CAPAO,SIK+BEE,100,B,16,NA,NA,NA,NA,NA,NA,NA
22-23,CAPAO,SIK+BEE,100,B,17,NA,NA,NA,NA,NA,NA,NA
22-23,CAPAO,SIK+BEE,100,B,18,NA,NA,NA,NA,NA,NA,NA
22-23,CAPAO,SIK+BEE,100,C,1,74,0,3,21,30,5,6654
22-23,CAPAO,SIK+BEE,100,C,2,75,0,5,13,33,0,NA
22-23,CAPAO,SIK+BEE,100,C,3,71,0,7,22,26,1,NA
22-23,CAPAO,SIK+BEE,100,C,4,72,0,8,23,39,1,NA
22-23,CAPAO,SIK+BEE,100,C,5,70,1,5,14,34,1,NA
22-23,CAPAO,SIK+BEE,100,C,6,75,0,8,32,39,1,NA
22-23,CAPAO,SIK+BEE,100,C,7,72,1,14,17,24,2,NA
22-23,CAPAO,SIK+BEE,100,C,8,78,0,14,32,34,1,NA
22-23,CAPAO,SIK+BEE,100,C,9,79,0,9,47,54,4,NA
22-23,CAPAO,SIK+BEE,100,C,10,70,1,14,49,60,3,NA
22-23,CAPAO,SIK+BEE,100,C,11,75,0,13,47,74,2,NA
22-23,CAPAO,SIK+BEE,100,C,12,NA,NA,NA,NA,NA,NA,NA
22-23,CAPAO,SIK+BEE,100,C,13,NA,NA,NA,NA,NA,NA,NA
22-23,CAPAO,SIK+BEE,100,C,14,NA,NA,NA,NA,NA,NA,NA
22-23,CAPAO,SIK+BEE,100,C,15,NA,NA,NA,NA,NA,NA,NA
22-23,CAPAO,SIK+BEE,100,C,16,NA,NA,NA,NA,NA,NA,NA
22-23,CAPAO,SIK+BEE,100,C,17,NA,NA,NA,NA,NA,NA,NA
22-23,CAPAO,SIK+BEE,100,C,18,NA,NA,NA,NA,NA,NA,NA
22-23,CAPAO,SIK+BEE,100,D,1,80,0,4,22,28,1,6320
22-23,CAPAO,SIK+BEE,100,D,2,77,0,3,10,30,3,NA
22-23,CAPAO,SIK+BEE,100,D,3,78,0,10,19,28,2,NA
22-23,CAPAO,SIK+BEE,100,D,4,90,0,12,22,35,3,NA
22-23,CAPAO,SIK+BEE,100,D,5,79,2,10,13,28,2,NA
22-23,CAPAO,SIK+BEE,100,D,6,88,0,16,29,38,3,NA
22-23,CAPAO,SIK+BEE,100,D,7,89,0,15,18,26,4,NA
22-23,CAPAO,SIK+BEE,100,D,8,79,0,12,32,29,0,NA
22-23,CAPAO,SIK+BEE,100,D,9,81,0,10,35,41,2,NA
22-23,CAPAO,SIK+BEE,100,D,10,89,0,16,41,33,1,NA
22-23,CAPAO,SIK+BEE,100,D,11,NA,NA,NA,NA,NA,NA,NA
22-23,CAPAO,SIK+BEE,100,D,12,NA,NA,NA,NA,NA,NA,NA
22-23,CAPAO,SIK+BEE,100,D,13,NA,NA,NA,NA,NA,NA,NA
22-23,CAPAO,SIK+BEE,100,D,14,NA,NA,NA,NA,NA,NA,NA
22-23,CAPAO,SIK+BEE,100,D,15,NA,NA,NA,NA,NA,NA,NA
22-23,CAPAO,SIK+BEE,100,D,16,NA,NA,NA,NA,NA,NA,NA
22-23,CAPAO,SIK+BEE,100,D,17,NA,NA,NA,NA,NA,NA,NA
22-23,CAPAO,SIK+BEE,100,D,18,NA,NA,NA,NA,NA,NA,NA
22-23,CAPAO,SIK+BEE,100,E,1,91,0,8,29,38,2,6600
22-23,CAPAO,SIK+BEE,100,E,2,89,0,10,11,28,3,NA
22-23,CAPAO,SIK+BEE,100,E,3,80,0,11,20,26,1,NA
22-23,CAPAO,SIK+BEE,100,E,4,89,0,18,25,29,2,NA
22-23,CAPAO,SIK+BEE,100,E,5,80,3,8,18,33,1,NA
22-23,CAPAO,SIK+BEE,100,E,6,88,1,10,26,32,1,NA
22-23,CAPAO,SIK+BEE,100,E,7,91,1,18,23,30,0,NA
22-23,CAPAO,SIK+BEE,100,E,8,88,0,14,38,26,0,NA
22-23,CAPAO,SIK+BEE,100,E,9,84,0,6,29,40,1,NA
22-23,CAPAO,SIK+BEE,100,E,10,94,0,17,35,29,0,NA
22-23,CAPAO,SIK+BEE,100,E,11,80,1,12,28,32,1,NA
22-23,CAPAO,SIK+BEE,100,E,12,93,0,9,36,29,1,NA
22-23,CAPAO,SIK+BEE,100,E,13,NA,NA,NA,NA,NA,NA,NA
22-23,CAPAO,SIK+BEE,100,E,14,NA,NA,NA,NA,NA,NA,NA
22-23,CAPAO,SIK+BEE,100,E,15,NA,NA,NA,NA,NA,NA,NA
22-23,CAPAO,SIK+BEE,100,E,16,NA,NA,NA,NA,NA,NA,NA
22-23,CAPAO,SIK+BEE,100,E,17,NA,NA,NA,NA,NA,NA,NA
22-23,CAPAO,SIK+BEE,100,E,18,NA,NA,NA,NA,NA,NA,NA
22-23,CAPAO,SIK+BEE,100,F,1,92,1,12,35,42,3,6877
